model,axis,motor,controller,reference,hz,inertia_scale,gravity_ff_scale,nominal_inertia_kg_m2,plant_inertia_kg_m2,required_peak_nm,available_wire_nm,status,reason,samples,evaluation_samples,rms_rad,rms_after_1s_rad,peak_rad,peak_after_1s_rad,peak_request_nm,peak_wire_nm,peak_actuator_nm,saturation_ratio,adapter_clamp_ratio,wire_total_variation_nm,wire_total_variation_nm_per_s,min_angle_rad,max_angle_rad,final_error_rad,joint_min_rad,joint_max_rad,gravity_sin_nm,gravity_cos_nm
dynamicx_standard3,yaw,GM6020,linear,hold,500,1,1,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,3000,2500,0.00316740495,0.00156985052,0.03,0.00260799672,0.168431476,0.16838031,0.155991147,0,0,7.78646997,1.297745,-0.00260799672,0.03,-0.00110976557,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,500,1,0.8,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,3000,2500,0.00316740495,0.00156985052,0.03,0.00260799672,0.168431476,0.16838031,0.155991147,0,0,7.78646997,1.297745,-0.00260799672,0.03,-0.00110976557,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,500,1,1,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,3000,2500,0.00247872748,0.000718712764,0.03,0.00128619888,0.192012206,0.191988831,0.171048883,0,0,17.049965,2.84166083,-0.00128671001,0.03,-0.000339981929,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,500,1,0.8,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,3000,2500,0.00247872748,0.000718712764,0.03,0.00128619888,0.192012206,0.191988831,0.171048883,0,0,17.049965,2.84166083,-0.00128671001,0.03,-0.000339981929,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,500,1,1,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,3000,2500,0.00145682271,0.0015732431,0.00301234674,0.00275390039,0.192065433,0.192124512,0.178762045,0,0,7.80736487,1.30122748,-0.102224577,0.0998467237,-0.00105888162,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,500,1,0.8,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,3000,2500,0.00145682271,0.0015732431,0.00301234674,0.00275390039,0.192065433,0.192124512,0.178762045,0,0,7.80736487,1.30122748,-0.102224577,0.0998467237,-0.00105888162,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,500,1,1,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,3000,2500,0.000678027919,0.000720482359,0.00271713632,0.00136488812,0.225784972,0.225773438,0.204483287,0,0,17.4149473,2.90249121,-0.100963733,0.0999476928,-0.000325931218,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,500,1,0.8,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,3000,2500,0.000678027919,0.000720482359,0.00271713632,0.00136488812,0.225784972,0.225773438,0.204483287,0,0,17.4149473,2.90249121,-0.100963733,0.0999476928,-0.000325931218,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,500,2,1,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,3000,2500,0.00330215839,0.00157403621,0.03,0.00260438179,0.168510363,0.168515991,0.159893563,0,0,4.87122473,0.811870789,-0.00260439495,0.03,-0.00110796064,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,500,2,0.8,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,3000,2500,0.00330215839,0.00157403621,0.03,0.00260438179,0.168510363,0.168515991,0.159893563,0,0,4.87122473,0.811870789,-0.00260439495,0.03,-0.00110796064,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,500,2,1,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,3000,2500,0.00271938267,0.000718633509,0.03,0.00123274108,0.18658185,0.186561584,0.175659285,0,0,7.72799139,1.28799857,-0.00123288121,0.03,-0.000362276403,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,500,2,0.8,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,3000,2500,0.00271938267,0.000718633509,0.03,0.00123274108,0.18658185,0.186561584,0.175659285,0,0,7.72799139,1.28799857,-0.00123288121,0.03,-0.000362276403,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,500,2,1,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,3000,2500,0.00152069566,0.00158320552,0.00498276412,0.00279652251,0.192199945,0.192260193,0.183835404,0,0,4.85738525,0.809564209,-0.102620649,0.10020335,-0.0011528032,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,500,2,0.8,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,3000,2500,0.00152069566,0.00158320552,0.00498276412,0.00279652251,0.192199945,0.192260193,0.183835404,0,0,4.85738525,0.809564209,-0.102620649,0.10020335,-0.0011528032,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,500,2,1,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,3000,2500,0.000740346208,0.000722439087,0.00444664317,0.00131419729,0.226087004,0.2260448,0.212085242,0,0,7.7380318,1.28967197,-0.101100493,0.100104905,-0.000368095737,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,500,2,0.8,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,3000,2500,0.000740346208,0.000722439087,0.00444664317,0.00131419729,0.226087004,0.2260448,0.212085242,0,0,7.7380318,1.28967197,-0.101100493,0.100104905,-0.000368095737,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,1000,0.5,1,0.00713692704547,0.00356846352273,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00325288497,0.00191476009,0.03,0.00331443623,0.187612668,0.187647034,0.166827047,0,0,154.447484,25.7412473,-0.00331443623,0.03,-0.00187145738,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,1000,0.5,0.8,0.00713692704547,0.00356846352273,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00325288497,0.00191476009,0.03,0.00331443623,0.187612668,0.187647034,0.166827047,0,0,154.447484,25.7412473,-0.00331443623,0.03,-0.00187145738,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,1000,0.5,1,0.00713692704547,0.00356846352273,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00257610248,0.00138004239,0.03,0.00273620084,0.224518955,0.224552307,0.194639012,0,0,174.172131,29.0286886,-0.00273848907,0.03,-0.00143446235,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,1000,0.5,0.8,0.00713692704547,0.00356846352273,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00257610248,0.00138004239,0.03,0.00273620084,0.224518955,0.224552307,0.194639012,0,0,174.172131,29.0286886,-0.00273848907,0.03,-0.00143446235,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,1000,0.5,1,0.00713692704547,0.00356846352273,0.0545831755022,0.999970092773,PASS,OK,6000,5000,0.00177996351,0.00193182534,0.00362659556,0.00362659556,0.192223713,0.192260193,0.170737496,0,0,154.227545,25.7045908,-0.102793439,0.100090368,-0.00175767601,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,1000,0.5,0.8,0.00713692704547,0.00356846352273,0.0545831755022,0.999970092773,PASS,OK,6000,5000,0.00177996351,0.00193182534,0.00362659556,0.00362659556,0.192223713,0.192260193,0.170737496,0,0,154.227545,25.7045908,-0.102793439,0.100090368,-0.00175767601,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,1000,0.5,1,0.00713692704547,0.00356846352273,0.0545831755022,0.999970092773,PASS,OK,6000,5000,0.00129034477,0.00139114907,0.00289866256,0.00289866256,0.226090163,0.2260448,0.193717802,0,0,174.690976,29.1151627,-0.102245194,0.100378213,-0.000291364184,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,1000,0.5,0.8,0.00713692704547,0.00356846352273,0.0545831755022,0.999970092773,PASS,OK,6000,5000,0.00129034477,0.00139114907,0.00289866256,0.00289866256,0.226090163,0.2260448,0.193717802,0,0,174.690976,29.1151627,-0.102245194,0.100378213,-0.000291364184,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,1000,1,1,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00316054012,0.00156983649,0.03,0.00260467703,0.168519884,0.168515991,0.154975816,0,0,7.80234467,1.30039078,-0.00260469341,0.03,-0.00110994839,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,1000,1,0.8,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00316054012,0.00156983649,0.03,0.00260467703,0.168519884,0.168515991,0.154975816,0,0,7.80234467,1.30039078,-0.00260469341,0.03,-0.00110994839,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,1000,1,1,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.0024678561,0.000717925504,0.03,0.00126996905,0.186605752,0.186561584,0.169870633,0,0,13.4936263,2.24893771,-0.00127007487,0.03,-0.000340322516,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,1000,1,0.8,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.0024678561,0.000717925504,0.03,0.00126996905,0.186605752,0.186561584,0.169870633,0,0,13.4936263,2.24893771,-0.00127007487,0.03,-0.000340322516,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,1000,1,1,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,6000,5000,0.00145773277,0.00157319709,0.00301567389,0.00275025934,0.192223713,0.192260193,0.177771666,0,0,7.80587238,1.30097873,-0.102230254,0.0998424873,-0.00105990852,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,1000,1,0.8,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,6000,5000,0.00145773277,0.00157319709,0.00301567389,0.00275025934,0.192223713,0.192260193,0.177771666,0,0,7.80587238,1.30097873,-0.102230254,0.0998424873,-0.00105990852,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,1000,1,1,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,6000,5000,0.000677957146,0.00071966511,0.00272056937,0.00134681611,0.226090163,0.2260448,0.20351154,0,0,13.6713686,2.27856143,-0.100953349,0.0999268974,-0.000327077033,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,1000,1,0.8,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,6000,5000,0.000677957146,0.00071966511,0.00272056937,0.00134681611,0.226090163,0.2260448,0.20351154,0,0,13.6713686,2.27856143,-0.100953349,0.0999268974,-0.000327077033,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,1000,2,1,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00329500935,0.00157405348,0.03,0.00260451931,0.168541253,0.168515991,0.159327561,0,0,5.10880243,0.851467072,-0.00260453402,0.03,-0.00111059618,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,1000,2,0.8,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00329500935,0.00157405348,0.03,0.00260451931,0.168541253,0.168515991,0.159327561,0,0,5.10880243,0.851467072,-0.00260453402,0.03,-0.00111059618,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,1000,2,1,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00270936551,0.000718639034,0.03,0.00123316271,0.186625391,0.186561584,0.175191374,0,0,7.96814703,1.32802451,-0.00123316271,0.03,-0.000361655661,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,1000,2,0.8,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,6000,5000,0.00270936551,0.000718639034,0.03,0.00123316271,0.186625391,0.186561584,0.175191374,0,0,7.96814703,1.32802451,-0.00123316271,0.03,-0.000361655661,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,1000,2,1,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,6000,5000,0.00152218757,0.00158305287,0.00499512357,0.00279488741,0.192261666,0.192260193,0.183254455,0,0,5.09224933,0.848708221,-0.102621825,0.100201732,-0.00115692955,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,1000,2,0.8,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,6000,5000,0.00152218757,0.00158305287,0.00499512357,0.00279488741,0.192261666,0.192260193,0.183254455,0,0,5.09224933,0.848708221,-0.102621825,0.100201732,-0.00115692955,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,1000,2,1,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,6000,5000,0.000741929909,0.000722389132,0.00445757764,0.00131337097,0.226208463,0.226180481,0.211172658,0,0,7.98768512,1.33128085,-0.101101976,0.100104131,-0.00036834014,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,1000,2,0.8,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,6000,5000,0.000741929909,0.000722389132,0.00445757764,0.00131337097,0.226208463,0.226180481,0.211172658,0,0,7.98768512,1.33128085,-0.101101976,0.100104131,-0.00036834014,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,2000,0.5,1,0.00713692704547,0.00356846352273,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00319033856,0.00179503831,0.03,0.00321656287,0.186720967,0.186697266,0.16242114,0,0,155.030913,25.8384855,-0.00321671236,0.03,-0.00155390398,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,2000,0.5,0.8,0.00713692704547,0.00356846352273,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00319033856,0.00179503831,0.03,0.00321656287,0.186720967,0.186697266,0.16242114,0,0,155.030913,25.8384855,-0.00321671236,0.03,-0.00155390398,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,2000,0.5,1,0.00713692704547,0.00356846352273,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00249110028,0.00119975552,0.03,0.00227906047,0.223536655,0.223602539,0.191912601,0,0,178.917851,29.8196418,-0.00227943687,0.03,-0.00106218675,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,2000,0.5,0.8,0.00713692704547,0.00356846352273,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00249110028,0.00119975552,0.03,0.00227906047,0.223536655,0.223602539,0.191912601,0,0,178.917851,29.8196418,-0.00227943687,0.03,-0.00106218675,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,2000,0.5,1,0.00713692704547,0.00356846352273,0.0545831755022,0.999970092773,PASS,OK,12000,10000,0.0016899501,0.00183496668,0.00358220509,0.00358220509,0.192239076,0.192260193,0.170228973,0,0,156.410247,26.0683746,-0.102715507,0.100054177,-0.000805875745,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,2000,0.5,0.8,0.00713692704547,0.00356846352273,0.0545831755022,0.999970092773,PASS,OK,12000,10000,0.0016899501,0.00183496668,0.00358220509,0.00358220509,0.192239076,0.192260193,0.170228973,0,0,156.410247,26.0683746,-0.102715507,0.100054177,-0.000805875745,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,2000,0.5,1,0.00713692704547,0.00356846352273,0.0545831755022,0.999970092773,PASS,OK,12000,10000,0.00112229104,0.00120789882,0.00240231532,0.00240231532,0.226143584,0.226180481,0.192974021,0,0,178.794517,29.7990862,-0.10189533,0.100331163,-0.00102148538,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,2000,0.5,0.8,0.00713692704547,0.00356846352273,0.0545831755022,0.999970092773,PASS,OK,12000,10000,0.00112229104,0.00120789882,0.00240231532,0.00240231532,0.226143584,0.226180481,0.192974021,0,0,178.794517,29.7990862,-0.10189533,0.100331163,-0.00102148538,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,2000,1,1,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00315699205,0.0015697974,0.03,0.00260299156,0.16853711,0.168515991,0.154521835,0,0,7.93639764,1.32273294,-0.00260301234,0.03,-0.00111148705,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,2000,1,0.8,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00315699205,0.0015697974,0.03,0.00260299156,0.16853711,0.168515991,0.154521835,0,0,7.93639764,1.32273294,-0.00260301234,0.03,-0.00111148705,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,2000,1,1,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00246248855,0.000717740619,0.03,0.00126435344,0.186625838,0.186561584,0.169346608,0,0,12.6309655,2.10516092,-0.00126439128,0.03,-0.000342885658,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,2000,1,0.8,0.00713692704547,0.00713692704547,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00246248855,0.000717740619,0.03,0.00126435344,0.186625838,0.186561584,0.169346608,0,0,12.6309655,2.10516092,-0.00126439128,0.03,-0.000342885658,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,2000,1,1,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,12000,10000,0.00145810616,0.00157306052,0.00301776085,0.00274844024,0.192270547,0.192260193,0.177306331,0,0,7.95566437,1.32594406,-0.102231763,0.0998411831,-0.00106169893,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,2000,1,0.8,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,12000,10000,0.00145810616,0.00157306052,0.00301776085,0.00274844024,0.192270547,0.192260193,0.177306331,0,0,7.95566437,1.32594406,-0.102231763,0.0998411831,-0.00106169893,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,2000,1,1,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,12000,10000,0.00067814376,0.000719457209,0.00272614059,0.00134096171,0.226207525,0.226180481,0.202720707,0,0,12.7730237,2.12883728,-0.100949947,0.0999228729,-0.000329784367,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,2000,1,0.8,0.00713692704547,0.00713692704547,0.0576978475792,0.999970092773,PASS,OK,12000,10000,0.00067814376,0.000719457209,0.00272614059,0.00134096171,0.226207525,0.226180481,0.202720707,0,0,12.7730237,2.12883728,-0.100949947,0.0999228729,-0.000329784367,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,2000,2,1,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00329133062,0.00157396442,0.03,0.00260424284,0.16855669,0.168515991,0.159044512,0,0,5.24516199,0.874193665,-0.00260424284,0.03,-0.00111182896,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,hold,2000,2,0.8,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.00329133062,0.00157396442,0.03,0.00260424284,0.16855669,0.168515991,0.159044512,0,0,5.24516199,0.874193665,-0.00260424284,0.03,-0.00111182896,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,2000,2,1,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.0027043341,0.000718601941,0.03,0.00123329634,0.1866474,0.186697266,0.174818474,0,0,8.06244543,1.34374091,-0.00123330753,0.03,-0.000361473905,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,hold,2000,2,0.8,0.00713692704547,0.0142738540909,0.0499999998421,0.999970092773,PASS,OK,12000,10000,0.0027043341,0.000718601941,0.03,0.00123329634,0.1866474,0.186697266,0.174818474,0,0,8.06244543,1.34374091,-0.00123330753,0.03,-0.000361473905,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,2000,2,1,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,12000,10000,0.00152303201,0.00158306121,0.00499953527,0.00279444785,0.192296952,0.192260193,0.182970954,0,0,5.23077979,0.871796631,-0.102622539,0.100201269,-0.00115858181,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,linear,sine,2000,2,0.8,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,12000,10000,0.00152303201,0.00158306121,0.00499953527,0.00279444785,0.192296952,0.192260193,0.182970954,0,0,5.23077979,0.871796631,-0.102622539,0.100201269,-0.00115858181,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,2000,2,1,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,12000,10000,0.000742776141,0.000722385575,0.00446319871,0.00131307582,0.226277471,0.226316162,0.210817864,0,0,8.08008398,1.34668066,-0.101102845,0.100103145,-0.00036844066,-0.5,0.5,0,0
dynamicx_standard3,yaw,GM6020,regularized_terminal,sine,2000,2,0.8,0.00713692704547,0.0142738540909,0.0639815702465,0.999970092773,PASS,OK,12000,10000,0.000742776141,0.000722385575,0.00446319871,0.00131307582,0.226277471,0.226316162,0.210817864,0,0,8.08008398,1.34668066,-0.101102845,0.100103145,-0.00036844066,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,linear,hold,500,0.5,1,0.00713692704547,0.00356846352273,0.0499999998421,0.998778998779,PASS,OK,3000,2500,0.00352731805,0.0024125602,0.03,0.00430989203,0.188676178,0.188034188,0.171120307,0,0,147.98779,24.6646317,-0.00431028562,0.03,-0.0011616588,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,linear,hold,500,0.5,0.8,0.00713692704547,0.00356846352273,0.0499999998421,0.998778998779,PASS,OK,3000,2500,0.00352731805,0.0024125602,0.03,0.00430989203,0.188676178,0.188034188,0.171120307,0,0,147.98779,24.6646317,-0.00431028562,0.03,-0.0011616588,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,regularized_terminal,hold,500,0.5,1,0.00713692704547,0.00356846352273,0.0499999998421,0.998778998779,PASS,OK,3000,2500,0.00274088769,0.00168706587,0.03,0.00346242571,0.226666585,0.227106227,0.206540049,0,0,166.21978,27.7032967,-0.00346341355,0.03,-0.000424010967,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,regularized_terminal,hold,500,0.5,0.8,0.00713692704547,0.00356846352273,0.0499999998421,0.998778998779,PASS,OK,3000,2500,0.00274088769,0.00168706587,0.03,0.00346242571,0.226666585,0.227106227,0.206540049,0,0,166.21978,27.7032967,-0.00346341355,0.03,-0.000424010967,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,linear,sine,500,0.5,1,0.00713692704547,0.00356846352273,0.0545831755022,0.998778998779,PASS,OK,3000,2500,0.0022422024,0.00243833183,0.00447329301,0.00447329301,0.192065433,0.192918193,0.171164029,0,0,147.81685,24.6361416,-0.103734043,0.100121019,-0.00237478151,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,linear,sine,500,0.5,0.8,0.00713692704547,0.00356846352273,0.0545831755022,0.998778998779,PASS,OK,3000,2500,0.0022422024,0.00243833183,0.00447329301,0.00447329301,0.192065433,0.192918193,0.171164029,0,0,147.81685,24.6361416,-0.103734043,0.100121019,-0.00237478151,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,regularized_terminal,sine,500,0.5,1,0.00713692704547,0.00356846352273,0.0545831755022,0.998778998779,PASS,OK,3000,2500,0.00156976201,0.00169182704,0.0035509383,0.0035509383,0.225697428,0.227106227,0.197003492,0,0,166.234432,27.7057387,-0.102798027,0.100509021,-0.00143476833,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,regularized_terminal,sine,500,0.5,0.8,0.00713692704547,0.00356846352273,0.0545831755022,0.998778998779,PASS,OK,3000,2500,0.00156976201,0.00169182704,0.0035509383,0.0035509383,0.225697428,0.227106227,0.197003492,0,0,166.234432,27.7057387,-0.102798027,0.100509021,-0.00143476833,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,linear,hold,500,1,1,0.00713692704547,0.00713692704547,0.0499999998421,0.998778998779,PASS,OK,3000,2500,0.00316610628,0.00156693344,0.03,0.00261455272,0.168431476,0.168498168,0.156514097,0,0,7.8998779,1.31664632,-0.00261463336,0.03,-0.00110884543,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,linear,hold,500,1,0.8,0.00713692704547,0.00713692704547,0.0499999998421,0.998778998779,PASS,OK,3000,2500,0.00316610628,0.00156693344,0.03,0.00261455272,0.168431476,0.168498168,0.156514097,0,0,7.8998779,1.31664632,-0.00261463336,0.03,-0.00110884543,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,regularized_terminal,hold,500,1,1,0.00713692704547,0.00713692704547,0.0499999998421,0.998778998779,PASS,OK,3000,2500,0.00247874456,0.000718065754,0.03,0.00128675312,0.190742001,0.192918193,0.171130162,0,0,17.0525031,2.84208384,-0.0012867655,0.03,-0.000350254789,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,regularized_terminal,hold,500,1,0.8,0.00713692704547,0.00713692704547,0.0499999998421,0.998778998779,PASS,OK,3000,2500,0.00247874456,0.000718065754,0.03,0.00128675312,0.190742001,0.192918193,0.171130162,0,0,17.0525031,2.84208384,-0.0012867655,0.03,-0.000350254789,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,linear,sine,500,1,1,0.00713692704547,0.00713692704547,0.0576978475792,0.998778998779,PASS,OK,3000,2500,0.00145684655,0.00157340504,0.00300834843,0.00276280853,0.192065433,0.192918193,0.179436531,0,0,7.91941392,1.31990232,-0.102219548,0.0998331141,-0.00105247865,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,linear,sine,500,1,0.8,0.00713692704547,0.00713692704547,0.0576978475792,0.998778998779,PASS,OK,3000,2500,0.00145684655,0.00157340504,0.00300834843,0.00276280853,0.192065433,0.192918193,0.179436531,0,0,7.91941392,1.31990232,-0.102219548,0.0998331141,-0.00105247865,-0.5,0.5,0,0
dynamicx_standard3,yaw,DM4310,regularized_terminal,sine,500,1,1,0.00713692704547,0.00713692704547,0.0576978475792,0.998778998779,PASS,OK,3000,2500,0.000678516565,0.000721147724,0.00270986618,0.00137481759,0.225781038,0.227106227,0.205353034,0,0,17.6581197,2.94301994,-0.100969079,0.0999374542,-0.000325262362,-0.5,0.5,0,0
